country,countryname,party,partyname,date,title
43,Switzerland,43530,Protestant Peopleâ€™s Party of Switzerland,199110,Schwerpunkte-Programm
43,Switzerland,43530,Protestant Peopleâ€™s Party of Switzerland,199510,Wahlplattform 1995 der EVP der Schweiz
43,Switzerland,43530,Protestant Peopleâ€™s Party of Switzerland,199910,"Geschichte und Zielsetzungen, Akzente, Das Team, Soziales, Umwelt, Wirtschaft, Gesellschaft"
43,Switzerland,43530,Protestant Peopleâ€™s Party of Switzerland,200310,Teilen macht ganz.
43,Switzerland,43530,Protestant Peopleâ€™s Party of Switzerland,200710,Wahlplattform 2007 â€“ 2011 der Evangelischen Volkspartei der Schweiz (EVP)
43,Switzerland,43530,Protestant Peopleâ€™s Party of Switzerland,201110,Wahlplattform
43,Switzerland,43530,Protestant Peopleâ€™s Party of Switzerland,201510,EVP Schweiz. Parteiprogramm
43,Switzerland,43530,Protestant Peopleâ€™s Party of Switzerland,201910,National- und StÃ¤nderatswahlen 2019: EVP - Damit Werte wieder zÃ¤hlen!
43,Switzerland,43531,Liberal Party of Switzerland,199110,Estimate
43,Switzerland,43531,Liberal Party of Switzerland,199510,Estimate
43,Switzerland,43531,Liberal Party of Switzerland,199910,Estimate
43,Switzerland,43531,Liberal Party of Switzerland,200310,"FÃ¼r eine Schweiz, die vorwÃ¤rts kommtâ€¦"
43,Switzerland,43540,Christian Social Party,200710,SolidaritÃ¤t und Sicherheit
43,Switzerland,43540,Christian Social Party,201110,UnabhÃ¤ngig solidarisch umweltbewusst
43,Switzerland,43710,National Action against Foreign Domination,197110,Estimate
43,Switzerland,43710,National Action against Foreign Domination,197510,Estimate
43,Switzerland,43710,National Action for People and Fatherland,197910,Estimate
43,Switzerland,43710,National Action for People and Fatherland,198310,Estimate
43,Switzerland,43710,National Action for People and Fatherland,198710,Estimate
43,Switzerland,43710,Swiss Democrats,199110,Politisches Programm fÃ¼r die Legislaturperiode 1991-1995
43,Switzerland,43710,Swiss Democrats,199510,Estimate
43,Switzerland,43710,Swiss Democrats,199910,Estimate
43,Switzerland,43710,Swiss Democrats,200310,Estimate
43,Switzerland,43711,Federal Democratic Union,199110,Estimate
43,Switzerland,43711,Federal Democratic Union,199510,Estimate
43,Switzerland,43711,Federal Democratic Union,199910,Estimate
43,Switzerland,43711,Federal Democratic Union,200310,Aktionaprogramm 2003-2007
43,Switzerland,43711,Federal Democratic Union,200710,Zukunft gestalten - christliche Werte erhalten
43,Switzerland,43711,Federal Democratic Union,201910,Werte und Positionen der EDU Ein Grundlagenpapier - Legislatur 2019âˆ’2023
43,Switzerland,43810,"Farmersâ€™, Tradersâ€™ and Citizensâ€™ Party",194710,Estimate
43,Switzerland,43810,"Farmersâ€™, Tradersâ€™ and Citizensâ€™ Party",195110,Aktionsprogramm 1951
43,Switzerland,43810,"Farmersâ€™, Tradersâ€™ and Citizensâ€™ Party",195510,Aktionsprogramm 1955
43,Switzerland,43810,"Farmersâ€™, Tradersâ€™ and Citizensâ€™ Party",195910,Aktionsprogramm 1959
43,Switzerland,43810,"Farmersâ€™, Tradersâ€™ and Citizensâ€™ Party",196310,"Aktionsprogramm der Schweizerischen Bauern-, Gewerbe- und BÃ¼rgerpartei 1963"
43,Switzerland,43810,"Farmersâ€™, Tradersâ€™ and Citizensâ€™ Party",196710,Aktionsprogramm der BGB 1967-1971
43,Switzerland,43810,Swiss Peopleâ€™s Party,197110,I. Programme dâ€™Union Democratique du Centre; II. â€˜Auf zum 39. Gefecht. Querschnitt durch die Wahlprogramme: Konkordanzâ€™ (AuszÃ¼ge aus dem Wahlprogramm der BGB); III. â€˜Nationalratswahlen 1971: Die Parteien nehmen Stellungâ€™
43,Switzerland,43810,Swiss Peopleâ€™s Party,197510,"I. Legislaturziele 1975-1979, Schweizerische Volkspartei.; II. â€˜Was wollen die Parteien in Bern?â€™"
43,Switzerland,43810,Swiss Peopleâ€™s Party,197910,Programme dâ€™action â€˜79
43,Switzerland,43810,Swiss Peopleâ€™s Party,198310,Aktionsprogramm â€˜83
43,Switzerland,43810,Swiss Peopleâ€™s Party,198710,Aktionsprogramm â€˜87
43,Switzerland,43810,Swiss Peopleâ€™s Party,199110,"â€˜SVP von A-Zâ€™. Parteiprogramm â€™91, PopulÃ¤rfassung"
43,Switzerland,43810,Swiss Peopleâ€™s Party,199510,Schwerpunktprogramm â€™95 der Schweizerischen Volkspartei
43,Switzerland,43810,Swiss Peopleâ€™s Party,199910,Wahlplattform 1999
43,Switzerland,43810,Swiss Peopleâ€™s Party,200310,Wahlplattform 2003-2007
43,Switzerland,43810,Swiss Peopleâ€™s Party,200710,Mein Zuhause â€“ unsere Schweiz
43,Switzerland,43810,Swiss Peopleâ€™s Party,201110,Mein Zuhause â€“ Unsere Schweiz
43,Switzerland,43810,Swiss Peopleâ€™s Party,201510,SVP - die Partei fÃ¼r die Schweiz. Parteiprogramm 2015 bis 2019
43,Switzerland,43810,Swiss Peopleâ€™s Party,201910,Frei und sicher.
43,Switzerland,43811,Conservative Democratic Party of Switzerland,201110,Die neue Kraft
43,Switzerland,43811,Conservative Democratic Party of Switzerland,201510,Programm BDP Schweiz 2015-2019. September 2015
43,Switzerland,43811,Conservative Democratic Party of Switzerland,201910,Vorsorge in der Schweiz â€“ auch fÃ¼r kÃ¼nftige Generationen
43,Switzerland,43901,Ticino League,200710,Legislatura 2007-2011 > Il programma della Lega in sintesi
43,Switzerland,43901,Ticino League,201110,No document coded
43,Switzerland,43901,Ticino League,201910,Il nostro decalogo per le elezioni federali 2019
43,Switzerland,43902,Geneva Citizens' Movement,201110,La Charte du MCG
43,Switzerland,43902,Geneva Citizens' Movement,201510,Elections fÃ©dÃ©rales 2015. Programme du MCG en 12 points
43,Switzerland,43951,Swiss Motoristsâ€™ Party,198710,Estimate
43,Switzerland,43951,Swiss Motoristsâ€™ Party,199110,Zum Parteiprogramm der APS fÃ¼r die Legislaturperiode 1991-1995
43,Switzerland,43951,Freedom Party of Switzerland,199510,Estimate
51,United Kingdom,51110,Green Party of England and Wales,201505,For the common good. General election manifesto 2015
51,United Kingdom,51110,Green Party of England and Wales,201706,The Green Party for a confident and caring Britain
51,United Kingdom,51110,Green Party of England and Wales,201912,"If not now, when?"
51,United Kingdom,51210,We Ourselves,199705,Estimate
51,United Kingdom,51210,We Ourselves,200106,Building an Ireland of equals
51,United Kingdom,51210,We Ourselves,201505,Equality not austerity Comhionannas nÃ­ dÃ©ine. Sinn FÃ©in 2015 Westminster election manifesto
51,United Kingdom,51210,We Ourselves,201706,Sinn FÃ©in. Westminster election manifesto 2017. No Brexit. No border. No Tory cuts
51,United Kingdom,51210,We Ourselves,201912,Time for unity
51,United Kingdom,51320,Labour Party,194507,Let us face the future: a declaration of Labour policy for the consideration of the nation
51,United Kingdom,51320,Labour Party,195002,Let us win through together: a declaration of Labour policy for the consideration of the nation
51,United Kingdom,51320,Labour Party,195110,The Labour party election manifesto
51,United Kingdom,51320,Labour Party,195505,Forward with Labour: Labourâ€™s policy for the consideration of the nation
51,United Kingdom,51320,Labour Party,195910,Britain belongs to you. The Labour Party policy for the consideration of the nation
51,United Kingdom,51320,Labour Party,196410,Letâ€™s Go With Labour for the New Britain
51,United Kingdom,51320,Labour Party,196603,Time for Decision
51,United Kingdom,51320,Labour Party,197006,Now Britainâ€™s Strong - Letâ€™s Make it Great to Live In
51,United Kingdom,51320,Labour Party,197402,Let us Work Together - Labourâ€™s Way Out of the Crisis
51,United Kingdom,51320,Labour Party,197410,Britain Will Win With Labour
51,United Kingdom,51320,Labour Party,197905,The Labour Way is the Better Way
51,United Kingdom,51320,Labour Party,198306,The new hope for Britain
51,United Kingdom,51320,Labour Party,198706,Britain will win
51,United Kingdom,51320,Labour Party,199204,Itâ€™s time to get Britain working again
51,United Kingdom,51320,Labour Party,199705,New Labour. Because Britain Deserves Better
51,United Kingdom,51320,Labour Party,200106,Ambitions for Britain
51,United Kingdom,51320,Labour Party,200505,Britain forward not back
51,United Kingdom,51320,Labour Party,201005,A future fair for all
51,United Kingdom,51320,Labour Party,201505,Britain can be better. The Labour Party Manifesto 2015
51,United Kingdom,51320,Labour Party,201706,For the many not the few. The Labour Party manifesto 2017
51,United Kingdom,51320,Labour Party,201912,It's time for real change
51,United Kingdom,51330,Social Democratic Party,198306,"Joint programme of The Liberal/SDP Alliance: â€˜Working Together for Britainâ€™, Liberal/SPD Alliance Manifesto, introduction by Jenkins and Steel."
51,United Kingdom,51330,Social Democratic Party,198706,Joint programme of The Liberal/SDP Alliance: Britain United â€˜The Time Has Comeâ€™
51,United Kingdom,51340,Social Democratic and Labour Party,201505,Prosperity not austerity. SDLP Westminster Manifesto 2015
51,United Kingdom,51340,Social Democratic and Labour Party,201912,"Stop Boris, stop Brexit"
51,United Kingdom,51420,Liberal Party,194507,20-point manifesto of the Liberal Party
51,United Kingdom,51420,Liberal Party,195002,No easy way: Britainâ€™s problems and the liberal answers
51,United Kingdom,51420,Liberal Party,195110,The nationâ€™s task
51,United Kingdom,51420,Liberal Party,195505,Crisis unresolved
51,United Kingdom,51420,Liberal Party,195910,People count
51,United Kingdom,51420,Liberal Party,196410,Think for Yourself - Vote Liberal
51,United Kingdom,51420,Liberal Party,196603,For all the People: The Liberal Plan of 1966
51,United Kingdom,51420,Liberal Party,197006,What a Life!
51,United Kingdom,51420,Liberal Party,197402,Change the Face of Britain
51,United Kingdom,51420,Liberal Party,197410,Why Britain Needs Liberal Government
51,United Kingdom,51420,Liberal Party,197905,The Real Fight is for Britain
51,United Kingdom,51420,Liberal Party,198306,"Joint programme of The Liberal/SDP Alliance: â€˜Working Together for Britainâ€™, Liberal/SPD Alliance Manifesto, introduction by Jenkins and Steel"
51,United Kingdom,51420,Liberal Party,198706,Joint programme of The Liberal/SDP Alliance: Britain United â€˜The Time Has Comeâ€™
51,United Kingdom,51421,Liberal Democrats,199204,Changing Britain for Good
51,United Kingdom,51421,Liberal Democrats,199705,Make the Difference
51,United Kingdom,51421,Liberal Democrats,200106,"Freedom, justice, honesty"
51,United Kingdom,51421,Liberal Democrats,200505,The real alternative
51,United Kingdom,51421,Liberal Democrats,201005,Change that works for you - building a fairer Britain
51,United Kingdom,51421,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.
51,United Kingdom,51421,Liberal Democrats,201706,Change BritainÂ´s future. Liberal Democrat manifesto 2017
51,United Kingdom,51421,Liberal Democrats,201912,Stop Brexit build a brighter future
51,United Kingdom,51430,Alliance Party of Northern Ireland,201912,Demand better.
51,United Kingdom,51620,Conservative Party,194507,Mr Churchill's declaration of policy to the electors
51,United Kingdom,51620,Conservative Party,195002,This is the road: the Conservative and Unionist Partyâ€™s policy
51,United Kingdom,51620,Conservative Party,195110,The manifesto of the Conservative and Unionist Party
51,United Kingdom,51620,Conservative Party,195505,"United for peace and progress, the Conservative and Unionist Partyâ€™s policy"
51,United Kingdom,51620,Conservative Party,195910,"The next five years, the Conservative and Unionist Partyâ€™s policy"
51,United Kingdom,51620,Conservative Party,196410,"â€˜Prosperity with a Purposeâ€™, Conservative and Unionist Partyâ€™s Policy"
51,United Kingdom,51620,Conservative Party,196603,Action not Words: New Conservative Programme
51,United Kingdom,51620,Conservative Party,197006,A Better Tomorrow
51,United Kingdom,51620,Conservative Party,197402,Firm Action for a Fair Britain
51,United Kingdom,51620,Conservative Party,197410,Putting Britain First
51,United Kingdom,51620,Conservative Party,197905,"The Conservative Manifesto 1979,"
51,United Kingdom,51620,Conservative Party,198306,The challenge of our times
51,United Kingdom,51620,Conservative Party,198706,The next moves forward
51,United Kingdom,51620,Conservative Party,199204,The best future for Britain
51,United Kingdom,51620,Conservative Party,199705,You can only be sure with the Conservatives
51,United Kingdom,51620,Conservative Party,200106,Time for common sense
51,United Kingdom,51620,Conservative Party,200505,Are you thinking what weâ€™re thinking? Itâ€™s time for action. The Conservative Party manifesto
51,United Kingdom,51620,Conservative Party,201005,Invitation to join the government of Britain
51,United Kingdom,51620,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party manifesto 2015"
51,United Kingdom,51620,Conservative Party,201706,"Forward, together. Our plan for a stronger Britain and a prosperous future. The Conservative and Unionist Party manifesto 2017"
51,United Kingdom,51620,Conservative Party,201912,Get Brexit done. Unleash Britain's potential
51,United Kingdom,51621,Ulster Unionist Party,199204,Estimate
51,United Kingdom,51621,Ulster Unionist Party,199705,Estimate
51,United Kingdom,51621,Ulster Unionist Party,200106,"Don't turn back the clock, don't let them wreck it - Ulster Unionist Party manifesto 2001"
51,United Kingdom,51621,Ulster Unionist Party,201505,"One day, one vote, one chance for change. Westminster Manifesto 2015"
51,United Kingdom,51901,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto
51,United Kingdom,51901,The Party of Wales,201706,Tarian Cymru. Plaid Cumru. Defending Wales. Action Plan 2017
51,United Kingdom,51901,The Party of Wales,201912,"Wales, it's us"
51,United Kingdom,51902,Scottish National Party,199204,Independence in Europe - make it happen now!
51,United Kingdom,51902,Scottish National Party,199705,Yes we can win the best for Scotland
51,United Kingdom,51902,Scottish National Party,200106,Heart of the manifesto 2001
51,United Kingdom,51902,Scottish National Party,201505,Stronger for Scotland. SNP Manifesto 2015
51,United Kingdom,51902,Scottish National Party,201706,Stronger for Scotland. Manifesto 2017
51,United Kingdom,51902,Scottish National Party,201912,Strong for Scotland
51,United Kingdom,51903,Democratic Unionist Party,199204,Estimate
51,United Kingdom,51903,Democratic Unionist Party,199705,Estimate
51,United Kingdom,51903,Democratic Unionist Party,200106,Leadership to put things right!
51,United Kingdom,51903,Democratic Unionist Party,201505,The Northern Ireland Plan
51,United Kingdom,51903,Democratic Unionist Party,201706,Standing strong for Northern Ireland. The DUP manifesto for the 2017 Westminster election
51,United Kingdom,51903,Democratic Unionist Party,201912,Let's get the UK moving again
51,United Kingdom,51951,United Kingdom Independence Party,200106,5 Essential Freedoms.
51,United Kingdom,51951,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015
51,United Kingdom,51951,United Kingdom Independence Party,201706,Britain Together. UKIP 2017 manifesto
52,Northern Ireland,52320,Northern Ireland Labour Party,192501,Making large claims on the state - Mr. Midgley and the Boundary
52,Northern Ireland,52320,Northern Ireland Labour Party,193301,Alderman Midgley's promises to the electors
52,Northern Ireland,52320,Northern Ireland Labour Party,193802,Labour attacks government
52,Northern Ireland,52320,Northern Ireland Labour Party,194506,No title information
52,Northern Ireland,52320,Northern Ireland Labour Party,194902,Labour's message to the electors
52,Northern Ireland,52320,Northern Ireland Labour Party,195310,What Ulster Labour would do - pamphlet setting forth the party's aims
52,Northern Ireland,52320,Northern Ireland Labour Party,195803,Northern Ireland Labour Party manifesto
52,Northern Ireland,52320,Northern Ireland Labour Party,196205,Ulster Labour and the Sixties
52,Northern Ireland,52320,Northern Ireland Labour Party,196511,Election manifesto 1965 - Northern Ireland Labour Party
52,Northern Ireland,52320,Northern Ireland Labour Party,196902,Labour lists disparities with Britain
52,Northern Ireland,52620,Unionist Party,192101,To the loyalist electors of Northern Ireland
52,Northern Ireland,52620,Unionist Party,192501,A demonstration of Ulster solidarity - many avenues of progress - No further education or liquor legislation
52,Northern Ireland,52620,Unionist Party,192901,Work together and win together
52,Northern Ireland,52620,Unionist Party,193301,Lord Craigavon's message to the electors
52,Northern Ireland,52620,Unionist Party,193802,The Premier's manifesto - a bold and progressive programme
52,Northern Ireland,52620,Unionist Party,194506,Plan for prosperous Ulster - Sir Basil Brooke outlines policy
52,Northern Ireland,52620,Unionist Party,194902,A message from the Prime Minister to the people of Northern Ireland
52,Northern Ireland,52620,Unionist Party,195310,Main issue in the election - Lord Brookeborough's manifesto
52,Northern Ireland,52620,Unionist Party,195803,Ulster 'can reply to bullets by votes' - Premier's appeal to loyalists
52,Northern Ireland,52620,Unionist Party,196205,Prosperity Â´only if constitution maintained'
52,Northern Ireland,52620,Unionist Party,196511,Unionist manifesto outlines 18 points - rates reform promised in five year plan
52,Northern Ireland,52620,Unionist Party,196902,Ulster crossroads. What kind of Ulster do you want? Only you the voter can decide
52,Northern Ireland,52620,Unionist Party,197307,"Peace, order and good govt."
52,Northern Ireland,52710,Nationalist Party,192101,Partition means national suicide: well-reasoned and thrilling call to arms in defence of Ireland's liberty and life
52,Northern Ireland,52710,Nationalist Party,192501,Mr. Devlin's important statement of policy - if passion and bitterness are to disappear then the predisposing causes must be removed
52,Northern Ireland,52710,Nationalist Party,192901,United attack against the government - clearly defined nationalist programme
52,Northern Ireland,52710,Nationalist Party,193802,Smash and grab' election - Mr. Campbell on government's 'purblind and stupid administration'
52,Northern Ireland,52710,Nationalist Party,194506,Election address to the electors. Falls division
52,Northern Ireland,52710,Nationalist Party,194902,Anti-partition manifesto on outstanding issue in politics
52,Northern Ireland,52710,Nationalist Party,195803,Unionist conspiracy to keep minority in subjection
52,Northern Ireland,52710,Nationalist Party,196205,Nationalist Party State Policy
52,Northern Ireland,52710,Nationalist Party,196511,Cooler elections in North hailed
52,Northern Ireland,52710,Nationalist Party,196902,15-point nationalist party manifesto
53,Ireland,53021,United Left Alliance,201102,Candidate pledge and programme for the 2011 general election
53,Ireland,53110,Green Party,198906,Estimate
53,Ireland,53110,Green Party,199211,Green perspective
53,Ireland,53110,Green Party,199706,Manifesto
53,Ireland,53110,Green Party,200205,Green Party manifesto
53,Ireland,53110,Green Party,200705,Manifesto 2007 - it's time.
53,Ireland,53110,Green Party,201102,Renewing Ireland
53,Ireland,53110,Green Party,201602,"Think ahead, act now. General Election Manifesto 2016. Prograssive, practical, and sustainable politics for the 32nd DÃ¡il"
53,Ireland,53220,Workersâ€™ Party,198106,Estimate
53,Ireland,53220,Workersâ€™ Party,198202,Estimate
53,Ireland,53220,Workersâ€™ Party,198211,Workers unite!
53,Ireland,53220,Workersâ€™ Party,198702,No job? Over taxed? Welfare cut? Forced to emigrate? Fight back with the Workersâ€™ Party
53,Ireland,53220,Workersâ€™ Party,198906,The socialist alternative
53,Ireland,53221,Democratic Left Party,199211,A programme for change and progress
53,Ireland,53221,Democratic Left Party,199706,Make the future work
53,Ireland,53230,Socialist Party,201102,Socialist Party Election Manifesto
53,Ireland,53231,People Before Profit,201602,Share the wealth: An alternative vision for Ireland
53,Ireland,53240,Anti-Austerity Alliance,201602,Real change. Not spare change. General elections 2016
53,Ireland,53250,Workers and Unemployment Action,201602,"The team You can trust. Working in the community, working for the community"
53,Ireland,53320,Labour Party,194802,"Party Leaders on their Programmes, No. 4: Labour"
53,Ireland,53320,Labour Party,195105,General Election 1951 - Labour Party Manifesto Labourâ€™s Way to Achieve Prosperity and Security
53,Ireland,53320,Labour Party,195405,"More for social services, pensions"
53,Ireland,53320,Labour Party,195703,General Election 1957. Labour Party Election Programme
53,Ireland,53320,Labour Party,196110,More Planning is Labour Aim
53,Ireland,53320,Labour Party,196504,Labour election manifesto
53,Ireland,53320,Labour Party,196906,1969 General election
53,Ireland,53320,Labour Party,197302,Joint programme of Fine Gael 53711 and Labour Party 53320: â€˜Statement of Intentâ€™
53,Ireland,53320,Labour Party,197706,"Joint programme of Fine Gael 53711 and Labour Party 53320: â€˜The National Coalition Government: Achievements, Programme for Progressâ€™"
53,Ireland,53320,Labour Party,198106,Labour â€˜81: Election Programme
53,Ireland,53320,Labour Party,198202,Text of Oâ€™Learyâ€™s statement
53,Ireland,53320,Labour Party,198211,"Where Labour stands. Jobs, equality and justice with Labour"
53,Ireland,53320,Labour Party,198702,People Matter Most
53,Ireland,53320,Labour Party,198906,"Now More than Ever! Labourâ€™s Policy Proposals, Election â€˜89"
53,Ireland,53320,Labour Party,199211,Making Ireland work. A two-part programme to put justice into economics and trust into politics
53,Ireland,53320,Labour Party,199706,Visions and challenges
53,Ireland,53320,Labour Party,200205,Labour Party
53,Ireland,53320,Labour Party,200705,The fair society - Labour manifesto 2007
53,Ireland,53320,Labour Party,201102,"One Ireland - jobs, reform, fairness"
53,Ireland,53320,Labour Party,201602,Standing up for IrelandÂ´s future. Labour Manifesto 2016
53,Ireland,53321,Social Democrats,201602,Building a better future 2016-2026
53,Ireland,53420,Progressive Democrats,198702,"A nation that works. Progressive Democrats blueprint for jobs, fair taxation and social justice"
53,Ireland,53420,Progressive Democrats,198906,Putting People First. Forcing Real Change
53,Ireland,53420,Progressive Democrats,199211,Getting the nation working
53,Ireland,53420,Progressive Democrats,199706,A new deal. Manifesto â€˜97
53,Ireland,53420,Progressive Democrats,200205,Value for Your Vote
53,Ireland,53420,Progressive Democrats,200705,From good to great - continuing Ireland's radical transformation
53,Ireland,53520,Family of the Irish,194802,"Party Leaders on their Programmesâ€™, No. 3: Fine Gael"
53,Ireland,53520,Family of the Irish,195105,Election leaflet for Dun Laoghaire Rathdown constituency
53,Ireland,53520,Family of the Irish,195405,Costello gives 13 principles
53,Ireland,53520,Family of the Irish,195703,Taoiseach gives 16 Reasons for Supporting Fine Gael
53,Ireland,53520,Family of the Irish,196110,What Fine Gael stands for
53,Ireland,53520,Family of the Irish,196504,Fine Gael Policy 1965: â€˜Towards a Just Society
53,Ireland,53520,Family of the Irish,196906,Winning through to a just society
53,Ireland,53520,Family of the Irish,197302,"Joint programme of Fine Gael 53711 and Labour Party 53320: â€˜Statement of Intentâ€™. Dublin: Fine Gael and the Labour Party, 1973"
53,Ireland,53520,Family of the Irish,197706,"Joint programme of Fine Gael 53711 and Labour Party 53320: â€˜The National Coalition Government: Achievements, Programme for Progressâ€™. Dublin: Fine Gael and the Labour Party, 1977"
53,Ireland,53520,Family of the Irish,198106,A Better Future: Let the Country Win
53,Ireland,53520,Family of the Irish,198202,"Speech by the Taoiseach, Dr. Garret Fitzgerald, to Galway Chamber of Commerce at their annual dinner in University College, Galway on Saturday the 30th of January 1982, at 8.30 p.m."
53,Ireland,53520,Family of the Irish,198211,Fine Gael priorities
53,Ireland,53520,Family of the Irish,198702,"a) â€˜We â€˜ve done the Groundwork - Now Letâ€™s Build the Nation. Breaking out of the Vicious Circle, Election â€˜87â€™; b) â€˜Jobs - the Priority - Breaking out of the Vicious Circleâ€™"
53,Ireland,53520,Family of the Irish,198906,Putting the country first
53,Ireland,53520,Family of the Irish,199211,Priorities for government 1992-1997. Letâ€™s bring out the best in the country
53,Ireland,53520,Family of the Irish,199706,Securing our future. Securing a safer society
53,Ireland,53520,Family of the Irish,200205,Choosing the kind of Ireland that we want
53,Ireland,53520,Family of the Irish,200705,General election manifesto 2007
53,Ireland,53520,Family of the Irish,201102,Let's get Ireland working
53,Ireland,53520,Family of the Irish,201602,Fine Gael. General Election Manifesto 2016. LetÂ´s keep the recovery going
53,Ireland,53620,Soldiers of Destiny,194802,"â€˜Party Leaders on their Programmesâ€™, No. 1: Fianna FÃ¡il."
53,Ireland,53620,Soldiers of Destiny,195105,To the electors of the West Galway
53,Ireland,53620,Soldiers of Destiny,195405,"Radio Broadcast by An Tanaiste, Mr. SÃ©an Lemass, on Tuesday, 11th May, 1954â€™. Dublin: Fianna FÃ¡il, 1954"
53,Ireland,53620,Soldiers of Destiny,195703,Let's go ahead again!
53,Ireland,53620,Soldiers of Destiny,196110,Taoiseach foresees change in population trend
53,Ireland,53620,Soldiers of Destiny,196504,People will back us all the way again: Taoiseach
53,Ireland,53620,Soldiers of Destiny,196906,Taoiseach Opens F.F. Election Campaign
53,Ireland,53620,Soldiers of Destiny,197302,Text of Taoiseachâ€™s Statement
53,Ireland,53620,Soldiers of Destiny,197706,Manifesto: Action Plan for National Reconstruction
53,Ireland,53620,Soldiers of Destiny,198106,Our programme for the â€˜80s
53,Ireland,53620,Soldiers of Destiny,198202,Text of Fianna FÃ¡il election programme
53,Ireland,53620,Soldiers of Destiny,198211,"â€˜The great challenge lies in our population growthâ€™, newspaper article by Charles Haughey"
53,Ireland,53620,Soldiers of Destiny,198702,The programme for national recovery
53,Ireland,53620,Soldiers of Destiny,198906,National Recovery. The Next Phase
53,Ireland,53620,Soldiers of Destiny,199211,The six point plan for national progress. We can make it happen
53,Ireland,53620,Soldiers of Destiny,199706,Fianna Fail manifesto 1997
53,Ireland,53620,Soldiers of Destiny,200205,A lot done â€“ more to do
53,Ireland,53620,Soldiers of Destiny,200705,"Now, the next steps"
53,Ireland,53620,Soldiers of Destiny,201102,Real plan - better future
53,Ireland,53620,Soldiers of Destiny,201602,An Ireland for all. Manifesto 2016
53,Ireland,53714,Republican Party,194802,Ard-Feis 1948. Outline of Policy
53,Ireland,53714,Republican Party,195105,Estimate
53,Ireland,53714,Republican Party,195405,Estimate
53,Ireland,53714,Republican Party,195703,Estimate
53,Ireland,53714,Republican Party,196110,Estimate
53,Ireland,53714,Republican Party,196504,Estimate
53,Ireland,53810,Party of the Land,194802,Party leaders on their programmes - Clann na Talmhan
53,Ireland,53810,Party of the Land,195105,Estimate
53,Ireland,53810,Party of the Land,195405,Big force in our political life
53,Ireland,53810,Party of the Land,195703,Estimate
53,Ireland,53810,Party of the Land,196110,Estimate
53,Ireland,53951,We Ourselves,199706,Document missing
53,Ireland,53951,We Ourselves,200205,Building an Ireland of equals
53,Ireland,53951,We Ourselves,200705,Others promise - we deliver
53,Ireland,53951,We Ourselves,201102,There is a better way
53,Ireland,53951,We Ourselves,201602,For a fair recovery. NÃ­os fearr le Sinn FÃ©in. Sinn FÃ©in Manifesto General Election 2016
53,Ireland,53981,Independent Alliance,201602,Independent Alliance. Charter for Government 2016
54,Malta,54320,Labour Party,199610,ViÅ¼joni GÄ§al Malta Moderna
54,Malta,54320,Labour Party,199809,Valurisodi ViÅ¼joni Moderna
54,Malta,54620,Nationalist Party,199610,PN Futur
54,Malta,54620,Nationalist Party,199809,Ä id. FiduÄ‹ja. Direzzjoni
55,Cyprus,55110,Ecological and Environmental Movement,200605,Î˜ÎµÏƒÎµÎ¹Ïƒ Î²Î¿Ï…Î»ÎµÏ…Ï„Î¹ÎºÏ‰Î½ ÎµÎºÎ»Î¿Î³Ï‰Î½ 2006
55,Cyprus,55110,Ecological and Environmental Movement,201105,Î˜ÎµÏƒÎµÎ¹Ïƒ Î²Î¿Ï…Î»ÎµÏ…Ï„Î¹ÎºÏ‰Î½ ÎµÎºÎ»Î¿Î³Ï‰Î½ 2011
55,Cyprus,55110,Movement of Ecologists - Citizens' Cooperation,201605,Î˜Î•Î£Î•Î™Î£ Î’ÎŸÎ¥Î›Î•Î¥Î¤Î™ÎšÎ©Î Î•ÎšÎ›ÎŸÎ“Î©Î 2016 (Positions for the 2016 Parliamentary Election)
55,Cyprus,55321,Progressive Party of the Working People,199605,To Give Hope Again
55,Cyprus,55321,Progressive Party of the Working People,200105,Propositions for Modernization
55,Cyprus,55321,Progressive Party of the Working People,200605,Î’ÎŸÎ¥Î›Î•Î¥Î¤Î™ÎšÎ•Î£ Î•ÎšÎ›ÎŸÎ“Î•Î£ 2006 Î ÏÏŒÎ³ÏÎ±Î¼Î¼Î± Ï„Î¿Ï… Î‘ÎšÎ•Î› Î‘ÏÎ¹ÏƒÏ„ÎµÏÎ¬ ÎÎ­ÎµÏ‚ Î”Ï…Î½Î¬Î¼ÎµÎ¹Ï‚
55,Cyprus,55321,Progressive Party of the Working People,201105,Î“Î¹Î± Ï„Î¿ Î¼ÎµÎ»Î»Î¿Î½ Ï„Î·Ïƒ ÎºÏ…Ï€ÏÎ¿Ï…-Î³Î¹Î± Ï„Î·Î½ ÎºÏ…Ï€ÏÎ¿ Ï„Î¿Ï… Î¼ÎµÎ»Î»Î¿Î½Ï„Î¿Ïƒ [Election leaflets]
